 JULDAY,   TIME,    CD1,    CD2,    CD3,    CD4,    CD5,    CD6,    CD7,    CD8,    CD9,   CD10
288.,   1080.00,      0.22,      0.22,      0.22,      0.22,      0.22,      0.22,      0.22,      0.22,      0.22,      0.24
288.,   1140.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.24
288.,   1200.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.24
288.,   1260.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23
288.,   1320.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23
288.,   1380.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23
319.,      0.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23
319.,     60.00,      0.28,      0.28,      0.28,      0.28,      0.28,      0.28,      0.28,      0.28,      0.28,      0.27
319.,    120.00,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26
319.,    180.00,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26
319.,    240.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.26
319.,    300.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    360.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    420.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    480.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    540.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    600.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    660.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    720.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    780.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    840.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
319.,    900.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.25
319.,    960.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.25
319.,   1020.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24
319.,   1080.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.24
319.,   1140.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.24
319.,   1200.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.24
319.,   1260.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.24
319.,   1320.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.24
319.,   1380.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.24
349.,      0.00,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.23,      0.24
349.,     60.00,      0.27,      0.27,      0.27,      0.27,      0.27,      0.27,      0.27,      0.27,      0.27,      0.27
349.,    120.00,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26
349.,    180.00,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26,      0.26
349.,    240.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.26
349.,    300.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    360.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    420.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    480.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    540.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    600.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    660.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    720.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    780.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    840.00,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25,      0.25
349.,    900.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.25
349.,    960.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.25
349.,   1020.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24
349.,   1080.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24
349.,   1140.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24
349.,   1200.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24
349.,   1260.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24
349.,   1320.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24
349.,   1380.00,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24,      0.24
